case_number,source,prompt,evaluation_seed,coco_id
484,coco-30k,"An image containing person, fork, knife, pizza",13671,458992
485,coco-30k,"An image containing refrigerator, apple, orange, sink, knife, bowl, carrot",54759,78266
486,coco-30k,"An image containing toothbrush, person, sink",70731,164602
487,coco-30k,"An image containing tv, chair, couch, dining table, person, apple, vase, bowl, book",87865,440475
488,coco-30k,"An image containing bicycle, cat",13173,101762
489,coco-30k,An image containing sink,94303,557501
490,coco-30k,An image containing bicycle,65725,203317
491,coco-30k,An image containing sink,94303,368940
492,coco-30k,"An image containing bottle, toothbrush, toilet, sink",9720,569917
493,coco-30k,"An image containing bottle, toilet, book, cup",28967,144798
494,coco-30k,"An image containing cat, bottle, sink, toothbrush",28112,284623
495,coco-30k,An image containing dog,95066,520301
496,coco-30k,"An image containing tv, keyboard",49140,127987
497,coco-30k,"An image containing tv, person, cup, banana, orange, laptop, keyboard",26793,63740
498,coco-30k,"An image containing bottle, clock, dining table, person, bowl, vase, cup, chair, refrigerator",1138,36494
499,coco-30k,"An image containing bird, person, fork, knife, cup, sandwich, dining table, chair",3179,210032
500,coco-30k,An image containing airplane,18029,488270
501,coco-30k,"An image containing person, bench",53006,67180
502,coco-30k,"An image containing traffic light, fire hydrant, bench",8206,281179
503,coco-30k,"An image containing zebra, giraffe",58585,64359
504,coco-30k,"An image containing person, baseball bat, baseball glove",1347,126226
505,coco-30k,"An image containing traffic light, handbag, person, truck",33610,190923
506,coco-30k,"An image containing fire hydrant, person, handbag",63886,150265
507,coco-30k,"An image containing bird, giraffe",92311,216739
508,coco-30k,"An image containing fire hydrant, person, car, handbag",86266,38048
509,coco-30k,"An image containing car, fire hydrant",98031,354829
510,coco-30k,"An image containing sheep, person",25734,525155
511,coco-30k,"An image containing backpack, handbag, suitcase, person",73939,163314
512,coco-30k,"An image containing bus, truck, person",31309,259571
513,coco-30k,An image containing car,93516,561679
514,coco-30k,"An image containing dog, person",68440,236166
515,coco-30k,"An image containing person, backpack, handbag, suitcase",55896,153529
516,coco-30k,An image containing bird,57603,473015
517,coco-30k,"An image containing car, train, stop sign",84033,379800
518,coco-30k,"An image containing train, person, traffic light, backpack, clock, bottle",21741,253835
519,coco-30k,An image containing parking meter,93263,34071
520,coco-30k,An image containing parking meter,93263,36861
521,coco-30k,An image containing truck,13731,569565
522,coco-30k,"An image containing truck, person",33563,219271
523,coco-30k,An image containing truck,13731,205647
524,coco-30k,"An image containing cat, bottle, person, toilet",79971,460841
525,coco-30k,An image containing truck,13731,123131
526,coco-30k,"An image containing car, truck, person, stop sign",16935,334006
527,coco-30k,"An image containing boat, person, truck, backpack, handbag, suitcase",69969,511599
528,coco-30k,An image containing cow,21884,229858
529,coco-30k,An image containing truck,13731,174004
530,coco-30k,"An image containing cat, chair, laptop",83118,519764
531,coco-30k,An image containing cow,21884,137576
532,coco-30k,"An image containing horse, cow, person",55480,87470
533,coco-30k,"An image containing person, fire hydrant, truck",23978,9769
534,coco-30k,"An image containing tie, laptop, person, chair, cup",55288,558114
535,coco-30k,An image containing bear,19907,205776
536,coco-30k,"An image containing umbrella, person",8245,163257
537,coco-30k,An image containing suitcase,59648,475678
538,coco-30k,An image containing bear,19907,85478
539,coco-30k,An image containing bear,19907,318080
540,coco-30k,"An image containing truck, person, backpack, suitcase",39517,361551
541,coco-30k,"An image containing dog, couch",11399,236784
542,coco-30k,An image containing bear,19907,92839
543,coco-30k,"An image containing sports ball, bear",105,42296
544,coco-30k,An image containing bear,19907,560266
545,coco-30k,"An image containing dog, bed",45507,486479
546,coco-30k,An image containing bear,19907,127955
547,coco-30k,An image containing bear,19907,307658
548,coco-30k,An image containing bear,19907,417465
549,coco-30k,"An image containing frisbee, person",19708,342971
550,coco-30k,An image containing zebra,1634,11760
551,coco-30k,An image containing zebra,1634,69106
552,coco-30k,An image containing zebra,1634,70158
553,coco-30k,An image containing zebra,1634,176634
554,coco-30k,An image containing horse,65359,281447
555,coco-30k,An image containing horse,65359,552371
556,coco-30k,"An image containing snowboard, person, skis",80085,361919
557,coco-30k,"An image containing banana, orange, apple",75707,560256
558,coco-30k,"An image containing person, orange",33448,138115
559,coco-30k,"An image containing banana, dining table",93685,114871
560,coco-30k,"An image containing person, skis",21055,374369
561,coco-30k,"An image containing chair, person, baseball bat, baseball glove, bench",3399,123213
562,coco-30k,"An image containing bowl, broccoli, carrot",49797,123321
563,coco-30k,An image containing broccoli,90551,15278
564,coco-30k,"An image containing person, backpack",3010,357742
565,coco-30k,"An image containing bicycle, person, skateboard, backpack",76709,439854
566,coco-30k,"An image containing person, skis, backpack",39783,465836
567,coco-30k,"An image containing car, person, skateboard",62082,414385
568,coco-30k,"An image containing skis, person",28828,131556
569,coco-30k,"An image containing person, skis",21055,322724
570,coco-30k,"An image containing dining table, fork, knife, spoon, hot dog",17049,320664
571,coco-30k,"An image containing bench, person, tie, sports ball, chair",4306,481390
572,coco-30k,"An image containing bowl, cake",68658,109916
573,coco-30k,"An image containing dining table, knife, person, orange, cake",4330,276434
574,coco-30k,"An image containing person, boat, surfboard",5159,579635
575,coco-30k,"An image containing person, surfboard",69404,295316
576,coco-30k,"An image containing refrigerator, bed, dining table, keyboard, chair, tv, mouse, microwave",3925,571313
577,coco-30k,"An image containing surfboard, person",65625,183127
578,coco-30k,"An image containing person, surfboard",69404,115898
579,coco-30k,"An image containing person, chair, tie, cake, wine glass, knife, dining table",5930,146358
580,coco-30k,"An image containing person, cake, cup",78209,329542
581,coco-30k,"An image containing dining table, person, fork, knife, pizza, cup, chair, wine glass",20568,189752
582,coco-30k,"An image containing person, bowl, pizza, chair, dining table",61716,290163
583,coco-30k,"An image containing tv, chair, dining table, person, pizza, book, knife",70721,91406
584,coco-30k,"An image containing chair, dining table, clock, vase, potted plant",80336,322352
585,coco-30k,"An image containing tennis racket, person",81328,223959
586,coco-30k,"An image containing chair, tennis racket, person, umbrella",30850,326248
587,coco-30k,"An image containing tv, person, bed, cell phone, toothbrush, cup",11411,218439
588,coco-30k,"An image containing tv, couch, chair",89189,453722
589,coco-30k,"An image containing person, remote, bottle, potted plant, wine glass, couch",107,293625
590,coco-30k,"An image containing tv, person, cell phone, remote",4370,411817
591,coco-30k,"An image containing chair, couch, dining table, person, vase, tie",95652,546964
592,coco-30k,"An image containing couch, person, remote",5542,215259
593,coco-30k,"An image containing potted plant, tv, chair, couch, bicycle, book, remote",78322,573094
594,coco-30k,"An image containing mouse, keyboard, bowl",79750,560011
595,coco-30k,"An image containing tv, mouse, keyboard",12040,38576
596,coco-30k,"An image containing cell phone, person",38289,147729
597,coco-30k,"An image containing person, kite, backpack",5533,579307
598,coco-30k,"An image containing person, kite",10634,154425
599,coco-30k,"An image containing car, person, kite, truck",19775,432898
600,coco-30k,"An image containing person, baseball bat",89621,404923
601,coco-30k,"An image containing person, kite",10634,130586
602,coco-30k,"An image containing car, kite, person",6081,163057
603,coco-30k,"An image containing person, kite, backpack",5533,7511
604,coco-30k,"An image containing person, kite",10634,67406
605,coco-30k,"An image containing car, boat, bus, clock, truck, person",17956,290179
606,coco-30k,"An image containing person, baseball bat",89621,248752
607,coco-30k,"An image containing chair, person, baseball bat, car, sports ball, bottle, motorcycle, backpack, baseball glove",54662,54593
608,coco-30k,"An image containing bottle, wine glass, cup, pizza, chair, person, dining table",67645,116208
609,coco-30k,An image containing bottle,70397,340697
610,coco-30k,"An image containing bottle, chair, dining table, person, clock, laptop, cell phone",71616,450303
611,coco-30k,"An image containing laptop, keyboard",52674,494427
612,coco-30k,"An image containing person, oven",19706,137294
613,coco-30k,"An image containing bench, teddy bear, person, car, sports ball, chair",77365,410880
614,coco-30k,"An image containing scissors, person",82426,311180
615,coco-30k,"An image containing spoon, dining table, bowl",8824,91654
616,coco-30k,"An image containing dining table, wine glass, cup, fork, knife, spoon",54892,181796
617,coco-30k,"An image containing wine glass, cup, knife, spoon, dining table, person",86670,2431
618,coco-30k,"An image containing person, bench, handbag",10350,349184
619,coco-30k,"An image containing chair, dining table, bowl, banana, sink, scissors, knife, oven, clock",94384,298396
620,coco-30k,"An image containing couch, chair, dining table, oven, sink, bowl, orange, potted plant, vase",18755,472046
621,coco-30k,"An image containing umbrella, bicycle, car, chair, person, truck, dining table, handbag",51049,74058
622,coco-30k,"An image containing toilet, sink",45350,58029
623,coco-30k,"An image containing cat, sink, toilet",56597,134096
624,coco-30k,"An image containing toilet, sink, vase",4079,111951
625,coco-30k,"An image containing toilet, sink, vase",4079,103585
626,coco-30k,"An image containing bicycle, bus, person, car",16646,210273
627,coco-30k,An image containing toilet,15405,352584
628,coco-30k,"An image containing car, motorcycle, person",50411,446651
629,coco-30k,"An image containing motorcycle, person, handbag, bottle, cup, chair, potted plant, vase, dining table",63706,194875
630,coco-30k,"An image containing airplane, person",18065,52017
631,coco-30k,An image containing airplane,18029,336309
632,coco-30k,"An image containing person, bench, handbag",10350,227478
633,coco-30k,"An image containing truck, traffic light",61730,339870
634,coco-30k,"An image containing cat, bench",59255,80666
635,coco-30k,An image containing giraffe,15720,33707
636,coco-30k,"An image containing person, vase, chair",54931,327601
637,coco-30k,"An image containing bus, person",40328,255749
638,coco-30k,"An image containing traffic light, car",63509,8762
639,coco-30k,"An image containing car, traffic light",88403,526392
640,coco-30k,An image containing sheep,9073,535578
641,coco-30k,An image containing fire hydrant,85597,580757
642,coco-30k,"An image containing car, bus, person, traffic light",28432,165039
643,coco-30k,"An image containing truck, person",33563,148719
644,coco-30k,An image containing train,70678,108440
645,coco-30k,"An image containing vase, person, tie",84661,489842
646,coco-30k,"An image containing train, person",46857,579818
647,coco-30k,"An image containing train, person, traffic light",74304,423229
648,coco-30k,"An image containing train, car, horse",56942,323828
649,coco-30k,"An image containing bird, cow",65249,166287
650,coco-30k,"An image containing couch, cat",64168,101420
651,coco-30k,"An image containing car, cell phone, truck, handbag, person, cow",83102,334555
652,coco-30k,"An image containing car, truck",31945,196759
653,coco-30k,An image containing cat,75457,411665
654,coco-30k,"An image containing chair, boat, person",66058,61418
655,coco-30k,An image containing boat,78408,526751
656,coco-30k,"An image containing person, tie",21852,24021
657,coco-30k,"An image containing tie, person, cup, bowl, chair, dining table",34734,277020
658,coco-30k,"An image containing boat, person, car",60541,47828
659,coco-30k,"An image containing tie, person, chair",452,183716
660,coco-30k,"An image containing tie, person",71552,271997
661,coco-30k,"An image containing tie, person",71552,8532
662,coco-30k,"An image containing cat, sink",41220,94336
663,coco-30k,"An image containing person, tie, handbag",40742,390555
664,coco-30k,"An image containing tie, person",71552,250282
665,coco-30k,"An image containing tie, person",71552,68409
666,coco-30k,"An image containing tie, person",71552,2299
667,coco-30k,"An image containing tie, person",71552,11051
668,coco-30k,"An image containing bird, chair, person, umbrella",43258,66038
669,coco-30k,"An image containing umbrella, person",8245,360960
670,coco-30k,"An image containing person, suitcase",99985,360097
671,coco-30k,"An image containing dog, cell phone, person, car, truck",49537,421455
672,coco-30k,"An image containing person, frisbee",11065,504589
673,coco-30k,An image containing dog,95066,464522
674,coco-30k,An image containing zebra,1634,454750
675,coco-30k,"An image containing zebra, giraffe",58585,509735
676,coco-30k,"An image containing horse, person, backpack",51094,23034
677,coco-30k,"An image containing horse, motorcycle, bench, person",81777,141671
678,coco-30k,"An image containing horse, car, person",26478,506656
679,coco-30k,"An image containing person, cup, banana, apple",18685,272566
680,coco-30k,"An image containing fork, knife",11154,45728
681,coco-30k,"An image containing person, skis",21055,424551
682,coco-30k,"An image containing person, snowboard, skis",87288,341719
683,coco-30k,"An image containing baseball bat, baseball glove, person",34914,72795
684,coco-30k,An image containing banana,41418,78959
685,coco-30k,"An image containing cup, fork, spoon, cake, person",65552,417285
686,coco-30k,"An image containing knife, cake, wine glass, cup, dining table",61010,2157
687,coco-30k,"An image containing sports ball, person, baseball bat, baseball glove",58616,43816
688,coco-30k,"An image containing person, skateboard",21516,455555
689,coco-30k,"An image containing person, skateboard",21516,535306
690,coco-30k,"An image containing person, skis, backpack",39783,30504
691,coco-30k,"An image containing person, book, hot dog, chair",6669,93353
692,coco-30k,An image containing carrot,71449,530052
693,coco-30k,"An image containing bicycle, person, skateboard",80775,473118
694,coco-30k,"An image containing hot dog, bowl, cup, chair, dining table, sandwich",79644,91779
695,coco-30k,"An image containing hot dog, cup",17791,283113
696,coco-30k,"An image containing hot dog, dining table",26599,226130
697,coco-30k,"An image containing person, snowboard",38156,97278
698,coco-30k,"An image containing sports ball, person, car, truck",6540,567640
699,coco-30k,"An image containing person, surfboard",69404,532493
700,coco-30k,"An image containing sandwich, clock, person, bowl",21113,45550
701,coco-30k,"An image containing bottle, person, cup, cake, chair, dining table, knife, teddy bear",16764,156643
702,coco-30k,"An image containing sandwich, keyboard",72845,430056
703,coco-30k,"An image containing person, surfboard",69404,410456
704,coco-30k,"An image containing person, surfboard",69404,441286
705,coco-30k,"An image containing pizza, person",67192,279541
706,coco-30k,"An image containing person, tennis racket",26670,885
707,coco-30k,"An image containing person, fork, pizza, dining table, knife",22240,378284
708,coco-30k,"An image containing bottle, person, cup, knife, spoon, pizza, bowl, cell phone, fork, dining table",9868,156076
709,coco-30k,"An image containing person, tennis racket",26670,143572
710,coco-30k,"An image containing tennis racket, person, chair",93328,229849
711,coco-30k,"An image containing sports ball, person, tennis racket",48019,39551
712,coco-30k,"An image containing tv, cell phone, mouse, keyboard, remote",6625,56344
713,coco-30k,"An image containing toothbrush, person",23050,193348
714,coco-30k,"An image containing chair, book, vase",57793,16958
715,coco-30k,"An image containing couch, chair, dining table, spoon, cup, fork, knife, bowl, vase, wine glass, potted plant",65068,572678
716,coco-30k,"An image containing potted plant, couch, remote, chair, dining table",55949,106235
717,coco-30k,"An image containing sports ball, person, tennis racket",48019,341681
718,coco-30k,"An image containing person, tennis racket, sports ball, chair",43778,83172
719,coco-30k,"An image containing sports ball, person, tennis racket",48019,343524
720,coco-30k,"An image containing clock, car, handbag, person, bench, dog",14404,395801
721,coco-30k,"An image containing baseball bat, baseball glove, person",34914,388056
722,coco-30k,"An image containing car, truck, baseball bat, person, bench, chair, bus",66304,259690
723,coco-30k,"An image containing sports ball, person, chair",64209,235836
724,coco-30k,"An image containing sports ball, car, person, tennis racket",49033,343218
725,coco-30k,"An image containing sports ball, person, tennis racket",48019,205105
726,coco-30k,"An image containing bottle, dining table, pizza, person, knife",85889,513283
727,coco-30k,"An image containing laptop, book",35266,176446
728,coco-30k,"An image containing tv, mouse, keyboard, teddy bear, cup, laptop",57321,371677
729,coco-30k,"An image containing clock, car, bench",82669,308531
730,coco-30k,"An image containing chair, person, laptop",53201,497599
731,coco-30k,An image containing clock,72794,455352
732,coco-30k,"An image containing dining table, teddy bear, chair, bottle",17885,236914
733,coco-30k,"An image containing person, laptop",56564,232684
734,coco-30k,"An image containing potted plant, chair",18455,415238
735,coco-30k,"An image containing cat, person, bed, laptop",92812,290843
736,coco-30k,An image containing clock,72794,519522
737,coco-30k,An image containing person,85791,144784
738,coco-30k,"An image containing bicycle, person, tv",45282,167486
739,coco-30k,An image containing clock,72794,392228
740,coco-30k,"An image containing bottle, person, wine glass, cup, bowl, cake, chair",31172,488673
741,coco-30k,"An image containing clock, car, truck, person",21083,191013
742,coco-30k,An image containing teddy bear,94865,80057
743,coco-30k,An image containing teddy bear,94865,570169
744,coco-30k,"An image containing chair, dining table, person, cup, spoon, bowl, backpack, handbag",66912,224807
745,coco-30k,"An image containing person, frisbee",11065,163562
746,coco-30k,"An image containing potted plant, chair, dining table, refrigerator, bottle, bowl, vase, orange",51333,136355
747,coco-30k,"An image containing person, skateboard, backpack, umbrella, handbag, bowl, hot dog",67672,492362
748,coco-30k,"An image containing bottle, cup, oven",8688,102707
749,coco-30k,"An image containing umbrella, person, handbag",2084,232563
750,coco-30k,"An image containing toilet, sink",45350,10977
751,coco-30k,"An image containing bottle, sink",8960,51598
752,coco-30k,An image containing toilet,15405,32285
753,coco-30k,"An image containing person, sink, toilet",94034,520910
754,coco-30k,An image containing dog,95066,131273
755,coco-30k,"An image containing person, toilet",1581,206411
756,coco-30k,"An image containing dog, motorcycle, cup",92479,472375
757,coco-30k,An image without any labeled objects,60933,481404
758,coco-30k,An image containing chair,72887,471991
759,coco-30k,"An image containing person, bench",53006,17436
760,coco-30k,"An image containing bottle, car, motorcycle, person, truck",13003,177934
761,coco-30k,"An image containing motorcycle, person",43297,165518
762,coco-30k,"An image containing person, banana, chair, dining table",47480,571718
763,coco-30k,An image containing airplane,18029,459467
764,coco-30k,An image containing airplane,18029,135673
765,coco-30k,"An image containing car, airplane, person",12179,134886
766,coco-30k,An image containing giraffe,15720,485895
767,coco-30k,An image containing giraffe,15720,287545
768,coco-30k,"An image containing bird, bench",78122,577182
769,coco-30k,"An image containing traffic light, bus, person",86436,289222
770,coco-30k,"An image containing dog, person, bench, dining table",9016,372819
771,coco-30k,"An image containing car, bench, truck",34137,310072
772,coco-30k,"An image containing car, person, bench, handbag",25897,87144
773,coco-30k,An image containing traffic light,9860,430875
774,coco-30k,"An image containing person, bench",53006,60347
775,coco-30k,"An image containing bus, car, person",878,42070
776,coco-30k,"An image containing person, bench, backpack",2903,420916
777,coco-30k,"An image containing bench, chair",45790,453584
778,coco-30k,"An image containing car, bus, person",38648,296224
779,coco-30k,"An image containing bus, person",40328,122606
780,coco-30k,An image containing bus,26148,311909
781,coco-30k,An image containing stop sign,20316,579893
782,coco-30k,An image containing giraffe,15720,284296
783,coco-30k,An image containing bird,57603,221017
784,coco-30k,An image containing bird,57603,315001
785,coco-30k,"An image containing horse, person, umbrella",6323,439715
786,coco-30k,"An image containing bottle, person",84456,284991
787,coco-30k,"An image containing sheep, car",48029,389566
788,coco-30k,"An image containing person, tie",21852,78843
789,coco-30k,An image containing bird,57603,122927
790,coco-30k,An image containing car,93516,225532
791,coco-30k,"An image containing chair, dining table, person, laptop, cup, tv",14611,13659
792,coco-30k,An image containing stop sign,20316,153568
793,coco-30k,"An image containing person, boat",30858,395633
794,coco-30k,An image containing train,70678,419096
795,coco-30k,"An image containing parking meter, bench",56154,203488
796,coco-30k,An image containing cow,21884,361268
797,coco-30k,"An image containing umbrella, person, backpack, chair, dining table, book, laptop",86073,466125
798,coco-30k,"An image containing person, elephant",34704,414795
799,coco-30k,"An image containing boat, person",80069,508101
800,coco-30k,"An image containing dog, person",68440,253386
801,coco-30k,An image containing umbrella,18251,222991
802,coco-30k,"An image containing umbrella, person",8245,530854
803,coco-30k,"An image containing person, backpack, suitcase, potted plant, chair, dining table",34707,351810
804,coco-30k,"An image containing dog, chair, car, person, traffic light, orange",97153,338624
805,coco-30k,"An image containing dog, frisbee",29752,138492
806,coco-30k,"An image containing dog, car, bench, bus",92541,263463
807,coco-30k,An image containing bed,90336,226592
808,coco-30k,"An image containing person, frisbee",11065,378454
809,coco-30k,An image containing zebra,1634,20059
810,coco-30k,An image containing horse,65359,227686
811,coco-30k,"An image containing horse, person",82525,476215
812,coco-30k,"An image containing person, skis",21055,297698
813,coco-30k,"An image containing person, baseball glove",3048,247917
814,coco-30k,An image containing person,85791,439522
815,coco-30k,"An image containing spoon, orange, banana, cup, pizza",59552,479448
816,coco-30k,"An image containing apple, carrot, chair",55054,424721
817,coco-30k,"An image containing person, skateboard, refrigerator",83770,26690
818,coco-30k,"An image containing dining table, person, cup, spoon, bowl, sandwich",15458,558854
819,coco-30k,"An image containing person, skis",21055,176901
820,coco-30k,"An image containing person, skis",21055,334767
821,coco-30k,"An image containing person, skis, backpack",39783,301563
822,coco-30k,"An image containing skis, backpack, person",44273,86755
823,coco-30k,"An image containing person, skateboard",21516,194471
824,coco-30k,"An image containing person, hot dog",16405,420281
825,coco-30k,"An image containing bottle, sandwich, wine glass, bowl, fork, knife",23877,533206
826,coco-30k,"An image containing chair, dining table, person, donut",21847,99810
827,coco-30k,"An image containing person, cake, knife, handbag, fork",96502,334483
828,coco-30k,"An image containing spoon, cake, bottle",56144,89670
829,coco-30k,"An image containing tie, person, cup, cake, vase, knife",12919,482275
830,coco-30k,"An image containing surfboard, person",65625,404805
831,coco-30k,"An image containing person, surfboard",69404,2261
832,coco-30k,"An image containing person, surfboard",69404,425702
833,coco-30k,"An image containing potted plant, tv, couch, bicycle, remote, cup, refrigerator, chair",80626,36844
834,coco-30k,"An image containing tv, cup, fork, knife, pizza, dining table, person",332,12576
835,coco-30k,"An image containing person, cup, pizza, backpack, potted plant, dining table",99509,361238
836,coco-30k,"An image containing bottle, dining table, cup, fork, pizza, spoon, person, knife",71770,108253
837,coco-30k,"An image containing tv, couch, chair, potted plant, bed, dining table, book",52481,319935
838,coco-30k,"An image containing couch, person, cup, remote, wine glass",56128,3934
839,coco-30k,"An image containing tv, chair, couch, dining table, vase, book, cup, potted plant",44579,29596
840,coco-30k,"An image containing person, kite",10634,47740
841,coco-30k,"An image containing person, kite",10634,77460
842,coco-30k,"An image containing chair, kite, backpack, person",69754,14439
843,coco-30k,"An image containing book, vase, oven, clock",91975,571893
844,coco-30k,"An image containing person, kite",10634,447314
845,coco-30k,"An image containing person, kite",10634,181303
846,coco-30k,"An image containing couch, person, knife, pizza",46517,58350
847,coco-30k,"An image containing cell phone, chair, person, laptop, keyboard, remote",64326,26465
848,coco-30k,"An image containing potted plant, bottle, chair, person, microwave, wine glass, cup, spoon, banana, oven, sink, remote",69144,246968
849,coco-30k,"An image containing refrigerator, chair, truck, bottle",37331,536947
850,coco-30k,An image containing laptop,1750,76731
851,coco-30k,"An image containing bottle, chair, dining table, person, fork, spoon, bowl, broccoli, book, carrot",39637,286182
852,coco-30k,"An image containing cell phone, person",38289,433980
853,coco-30k,"An image containing cell phone, keyboard",2565,561366
854,coco-30k,"An image containing cell phone, person, handbag",27017,380913
855,coco-30k,"An image containing cell phone, person, backpack",10949,32887
856,coco-30k,"An image containing cell phone, dining table",19687,517687
857,coco-30k,"An image containing cell phone, person, wine glass",45456,213035
858,coco-30k,"An image containing cell phone, person, motorcycle",55152,399205
859,coco-30k,An image containing refrigerator,36254,349837
860,coco-30k,"An image containing person, hair drier",13732,350002
861,coco-30k,An image containing clock,72794,131431
862,coco-30k,"An image containing bottle, chair, person, cup, spoon, potted plant, bowl, dining table",9213,356248
863,coco-30k,"An image containing clock, person, handbag, book",38927,334399
864,coco-30k,"An image containing person, teddy bear, backpack",96686,57150
865,coco-30k,"An image containing sandwich, chair, person, cup, fork, donut, knife, dining table",86955,363666
866,coco-30k,"An image containing bowl, dining table",94628,507235
867,coco-30k,"An image containing bicycle, car, person, truck, traffic light",92926,169996
868,coco-30k,"An image containing bicycle, car, motorcycle, traffic light, backpack, person, fire hydrant, handbag",48335,226417
869,coco-30k,"An image containing person, skateboard",21516,481573
870,coco-30k,"An image containing cup, oven, sink, refrigerator, bench",37512,56127
871,coco-30k,"An image containing toothbrush, person, cell phone",32984,123480
872,coco-30k,"An image containing chair, bicycle, bed",46921,274687
873,coco-30k,An image containing sink,94303,164637
874,coco-30k,"An image containing bottle, cup, sink, hair drier, wine glass",29021,178028
875,coco-30k,"An image containing car, airplane, person",12179,493286
876,coco-30k,An image containing toilet,15405,348216
877,coco-30k,"An image containing motorcycle, boat, person, truck, bench, umbrella, kite, chair",73575,345027
878,coco-30k,"An image containing toilet, bowl, sink, vase",29898,571804
879,coco-30k,An image containing clock,72794,140658
880,coco-30k,An image containing toilet,15405,102644
881,coco-30k,An image containing toilet,15405,581615
882,coco-30k,An image containing motorcycle,58896,279887
883,coco-30k,"An image containing car, motorcycle, person",50411,230008
884,coco-30k,"An image containing person, motorcycle",53184,284698
885,coco-30k,"An image containing person, motorcycle",53184,102356
886,coco-30k,"An image containing motorcycle, car",77187,456394
887,coco-30k,An image containing airplane,18029,323709
888,coco-30k,An image containing airplane,18029,452122
889,coco-30k,"An image containing airplane, suitcase, truck",55158,579158
890,coco-30k,An image containing airplane,18029,525322
891,coco-30k,"An image containing airplane, parking meter",31077,33114
892,coco-30k,"An image containing person, sheep",21001,8690
893,coco-30k,"An image containing airplane, person, backpack, handbag",92883,381639
894,coco-30k,An image containing giraffe,15720,217614
895,coco-30k,"An image containing bus, traffic light, person, backpack, car",74967,284445
896,coco-30k,"An image containing car, bus, person",38648,468124
897,coco-30k,"An image containing bus, person, handbag, train, backpack",55486,187144
898,coco-30k,"An image containing car, person, fire hydrant",97927,273198
899,coco-30k,An image containing bus,26148,95843
900,coco-30k,"An image containing car, fire hydrant, person, stop sign",36409,417779
901,coco-30k,"An image containing car, bus, truck",25226,447342
902,coco-30k,An image containing elephant,30753,166563
903,coco-30k,"An image containing bird, truck",54493,490125
904,coco-30k,An image containing bird,57603,561009
905,coco-30k,"An image containing horse, person",82525,183675
906,coco-30k,"An image containing handbag, suitcase, person, backpack, truck",30787,290248
907,coco-30k,"An image containing bottle, bed, person, remote",91989,532058
908,coco-30k,"An image containing stop sign, car",90253,214200
909,coco-30k,"An image containing train, person",46857,578093
910,coco-30k,"An image containing stop sign, car, parking meter",68900,369751
911,coco-30k,"An image containing car, traffic light, truck, tie",89374,429011
912,coco-30k,"An image containing person, elephant, truck",99229,301061
913,coco-30k,"An image containing cow, person",41742,105264
914,coco-30k,An image containing cow,21884,267434
915,coco-30k,"An image containing person, umbrella",63762,370711
916,coco-30k,"An image containing tie, person, car",91919,25393
917,coco-30k,"An image containing tie, person",71552,471087
918,coco-30k,"An image containing person, elephant",34704,106757
919,coco-30k,"An image containing person, elephant",34704,183648
920,coco-30k,"An image containing person, laptop, suitcase",73721,358525
921,coco-30k,"An image containing dog, horse",25669,49269
922,coco-30k,An image containing bear,19907,79144
923,coco-30k,"An image containing person, bear",26560,519688
924,coco-30k,An image containing bear,19907,431727
925,coco-30k,"An image containing car, person, truck, frisbee",15623,130699
926,coco-30k,An image containing zebra,1634,215245
927,coco-30k,An image containing zebra,1634,91921
928,coco-30k,An image containing zebra,1634,218424
929,coco-30k,An image containing zebra,1634,473974
930,coco-30k,"An image containing dining table, cake, person, apple",30070,405249
931,coco-30k,"An image containing backpack, person",29818,235784
932,coco-30k,"An image containing spoon, banana, dining table",28495,521540
933,coco-30k,"An image containing umbrella, car, person, apple, handbag",73461,537506
934,coco-30k,"An image containing sports ball, person, baseball bat, baseball glove",58616,119445
935,coco-30k,"An image containing person, baseball glove",3048,507015
936,coco-30k,"An image containing person, skis",21055,173830
937,coco-30k,An image containing broccoli,90551,356498
938,coco-30k,"An image containing sandwich, fork, knife, spoon, carrot, donut, cake, bowl, pizza, chair, dining table, vase, cup",49048,435081
939,coco-30k,"An image containing bottle, dining table, knife, bowl, sandwich, wine glass",58362,18575
940,coco-30k,"An image containing person, skateboard",21516,373315
941,coco-30k,"An image containing spoon, carrot",17230,227765
942,coco-30k,"An image containing person, skateboard, bench",51543,13546
943,coco-30k,"An image containing person, skateboard",21516,67310
944,coco-30k,"An image containing bottle, banana, apple, person",5102,125936
945,coco-30k,"An image containing person, pizza, chair, dining table, cell phone",84421,389109
946,coco-30k,"An image containing dining table, donut",77998,322211
947,coco-30k,"An image containing dining table, cup, orange, person, cake",95997,184384
948,coco-30k,"An image containing tv, cake",62464,426329
949,coco-30k,"An image containing cup, cake, person",84085,128476
950,coco-30k,"An image containing bed, person, remote, cup, bottle",10516,414034
951,coco-30k,"An image containing bed, sink, tv",4380,450488
952,coco-30k,"An image containing bed, person, book",84469,99182
953,coco-30k,"An image containing bed, chair, suitcase",17727,51738
954,coco-30k,"An image containing person, wine glass, knife, spoon, bowl, pizza, fork",86942,99039
955,coco-30k,An image containing pizza,43643,75456
956,coco-30k,"An image containing cat, bed, laptop, book, teddy bear",69971,134882
957,coco-30k,"An image containing tv, chair, bed, remote, suitcase",51286,442323
958,coco-30k,An image containing pizza,43643,232489
959,coco-30k,"An image containing person, tennis racket",26670,351823
960,coco-30k,"An image containing sports ball, person, tennis racket",48019,65736
